,Looks Good to contact,Event Name,capacity,start,end,category,eventbrite_url,Unnamed: 7,website,tel,email generic,contact,email contact,probable_phones,possible_phones,unfiltered_results,searched
4393,,"Certified ScrumMaster (CSM) Course, San Francisco.  May 4-5, 2016",30,5/4/2016,5/4/2016,Business & Professional; Startups & Small Business,http://www.eventbrite.com/e/certified-scrummaster-csm-course-san-francisco-may-4-5-2016-tickets-20219636477?aff=ebapi,,,,,,,,,,False
4394,,Volunteering with Real Options for City Kids,30,5/7/2016,5/7/2016,Charity & Causes; Other,http://www.eventbrite.com/e/volunteering-with-real-options-for-city-kids-tickets-24446421906?aff=ebapi,,,,,,,,,,False
4395,,Family Economic Success: Helping Families to Access Basic Needs Resources,30,5/24/2016,5/24/2016,Family & Education; Education,http://www.eventbrite.com/e/family-economic-success-helping-families-to-access-basic-needs-resources-tickets-21017470821?aff=ebapi,,http://familyeconomicsuccess052416.eventbrite.com,,,,,,,,False
4396,,San Francisco Standards for Promoting Family Economic Success Certification Training,30,6/16/2016,6/16/2016,Family & Education; Education,http://www.eventbrite.com/e/san-francisco-standards-for-promoting-family-economic-success-certification-training-tickets-21017646346?aff=ebapi,,http://fesstandardscert061616.eventbrite.com,,,,,,,,False
4397,,Prospective SFUSD Intern Info/Interview Session,30,5/3/2016,5/3/2016,Other,http://www.eventbrite.com/e/prospective-sfusd-intern-infointerview-session-tickets-21067510491?aff=ebapi,,http://intern-may-3-pm.eventbrite.com,,,,,,,,False
4398,,"US Air Guitar - 2016 Qualifier - San Francisco, Ca",30,5/13/2016,5/13/2016,Music,http://www.eventbrite.com/e/us-air-guitar-2016-qualifier-san-francisco-ca-tickets-22821997208?aff=ebapi,,http://2016usagqcsanfranciscoca.eventbrite.com,,,,,,,,False
4399,,Explore the World from The Commonwealth Club (MLF),30,5/16/2016,5/16/2016,Community & Culture,http://www.eventbrite.com/e/explore-the-world-from-the-commonwealth-club-mlf-tickets-21434737878?aff=ebapi,,,,,,,,,,False
4400,,Visiting Day at Gateway High School,30,6/28/2016,6/28/2016,Family & Education; Children & Youth,http://www.eventbrite.com/e/visiting-day-at-gateway-high-school-tickets-24442295564?aff=ebapi,,,,,,,,,,False
4401,,Monday Night Drop-In Improv Class,30,5/2/2016,5/2/2016,Performing & Visual Arts; Theatre,http://www.eventbrite.com/e/monday-night-drop-in-improv-class-registration-20302357899?aff=ebapi,,,,,,,,,,False
4402,,THE SURRENDER EXPERIMENT Spiritual Enrichment Course,30,5/2/2016,5/2/2016,Religion & Spirituality,http://www.eventbrite.com/e/the-surrender-experiment-spiritual-enrichment-course-tickets-24260907026?aff=ebapi,,http://thesurrenderexperiment.eventbrite.com,,,,,,,,False
4403,,Archaeology Lab Tour,30,5/4/2016,5/4/2016,Science & Technology,http://www.eventbrite.com/e/archaeology-lab-tour-tickets-21791694545?aff=ebapi,,,,,,,,,,False
4404,,Free Laughter Yoga,30,5/4/2016,5/4/2016,Health & Wellness; Yoga,http://www.eventbrite.com/e/free-laughter-yoga-tickets-19940776399?aff=ebapi,,,,,,,,,,False
4405,,Vectorworks User Group | San Francisco,30,5/4/2016,5/4/2016,Business & Professional; Design,http://www.eventbrite.com/e/vectorworks-user-group-san-francisco-tickets-21193472246?aff=ebapi,,,,,,,,,,False
4406,,Shit Creek - Comedy/Storytelling,30,5/4/2016,5/4/2016,Performing & Visual Arts; Comedy,http://www.eventbrite.com/e/shit-creek-comedystorytelling-tickets-19553719702?aff=ebapi,,,,,,,,,,False
4407,,Meditation Class - Thursdays,30,5/5/2016,5/5/2016,Health & Wellness; Personal health,http://www.eventbrite.com/e/meditation-class-thursdays-tickets-22342423791?aff=ebapi,,,,,,,,,,False
4408,,Forever Remembered -- preserve life memories/family history,30,5/5/2016,5/5/2016,Family & Education; Other,http://www.eventbrite.com/e/forever-remembered-preserve-life-memoriesfamily-history-tickets-24493561903?aff=ebapi,,,,,,,,,,False
4409,,Top Taskers Live Workshop - How to make 10k or more per month on TaskRabbit!,30,5/7/2016,5/7/2016,Business & Professional; Career,http://www.eventbrite.com/e/top-taskers-live-workshop-how-to-make-10k-or-more-per-month-on-taskrabbit-tickets-24373883943?aff=ebapi,,,,,,,,,,False
4410,,You Made Me a Mother,30,5/7/2016,5/7/2016,Family & Education; Baby,http://www.eventbrite.com/e/you-made-me-a-mother-tickets-24265593042?aff=ebapi,,,,,,,,,,False
4411,,Speed Dating | Singles Event | Relish Dating,30,5/7/2016,5/7/2016,Food & Drink; Food,http://www.eventbrite.com/e/speed-dating-singles-event-relish-dating-tickets-24357446779?aff=ebapi,,,,,,,,,,False
4412,,React and D3,30,5/8/2016,5/8/2016,Science & Technology; High Tech,http://www.eventbrite.com/e/react-and-d3-tickets-23959262800?aff=ebapi,,http://react-and-d3.eventbrite.com,,,,,,,,False
4413,,Lending Circles Orientation,30,5/9/2016,5/9/2016,Other,http://www.eventbrite.com/e/lending-circles-orientation-tickets-20136650263?aff=ebapi,,,,,,,,,,False
4414,,The Indulgence Agenda,30,5/10/2016,5/10/2016,Business & Professional,http://www.eventbrite.ca/e/the-indulgence-agenda-registration-17004982360?aff=ebapi,,http://indulgenceagenda.eventbrite.ca,,,,,,,,False
4415,,Hiring and Retention of Employees,30,5/10/2016,5/10/2016,Business & Professional; Startups & Small Business,http://www.eventbrite.com/e/hiring-and-retention-of-employees-tickets-24272160686?aff=ebapi,,,,,,,,,,False
4416,,Your Credit Matters Part II (4/12/2016) Pre Requisite: Credit Matters Part I,30,5/10/2016,5/10/2016,Other,http://www.eventbrite.com/e/your-credit-matters-part-ii-4122016-pre-requisite-credit-matters-part-i-tickets-23858047061?aff=ebapi,,,,,,,,,,False
4417,,2015 - SFPUC Headquarters Tour,30,5/11/2016,5/11/2016,Government & Politics; County/Municipal Government,http://www.eventbrite.com/e/2015-sfpuc-headquarters-tour-tickets-18979603505?aff=ebapi,,,,,,,,,,False
4418,,CRAVE Factory Tour,30,5/11/2016,5/11/2016,Home & Lifestyle; Other,http://www.eventbrite.com/e/crave-factory-tour-tickets-24443266468?aff=ebapi,,,,,,,,,,False
4419,,USS Pampanito Wine Tour,30,5/11/2016,5/11/2016,Science & Technology; Science,http://www.eventbrite.com/e/uss-pampanito-wine-tour-tickets-20588065458?aff=ebapi,,,,,,,,,,False
4420,,San Francisco Singles Night | Speed Dating | Singles Event,30,5/11/2016,5/11/2016,Food & Drink; Wine,http://www.eventbrite.com/e/san-francisco-singles-night-speed-dating-singles-event-tickets-22516191535?aff=ebapi,,,,,,,,,,False
4421,,"Mindfulness, Trauma, Boundaries, & Compassion",30,5/12/2016,5/12/2016,,http://www.eventbrite.com/e/mindfulness-trauma-boundaries-compassion-tickets-24496856758?aff=ebapi,,,,,,,,,,False
4422,,How to take great pictures with your Sony Camera! with Glenn Weinfeld ? SF,30,5/14/2016,5/14/2016,Hobbies & Special Interest; Photography,http://www.eventbrite.com/e/how-to-take-great-pictures-with-your-sony-camera-with-glenn-weinfeld-sf-tickets-24463354552?aff=ebapi,,,,,,,,,,False
4423,,DSLR Basics ? SF,30,5/14/2016,5/14/2016,Hobbies & Special Interest; Photography,http://www.eventbrite.com/e/dslr-basics-sf-tickets-24463712623?aff=ebapi,,,,,,,,,,False
4424,,Harmonic Brewing & ShopFloor Design Factory Tour,30,5/15/2016,5/15/2016,Food & Drink,http://www.eventbrite.com/e/harmonic-brewing-shopfloor-design-factory-tour-tickets-24356333449?aff=ebapi,,,,,,,,,,False
4425,,The Prepared Renter,30,5/16/2016,5/16/2016,Other,http://www.eventbrite.com/e/the-prepared-renter-tickets-20538254472?aff=ebapi,,,,,,,,,,False
4426,,Singles Night in San Francisco | Speed Dating | Singles Event,30,5/17/2016,5/17/2016,Food & Drink; Wine,http://www.eventbrite.com/e/singles-night-in-san-francisco-speed-dating-singles-event-tickets-22516403168?aff=ebapi,,,,,,,,,,False
4427,,Cheese Fondue and Raclette Pop-up by the Lake,30,5/21/2016,5/21/2016,Food & Drink; Food,http://www.eventbrite.com/e/cheese-fondue-and-raclette-pop-up-by-the-lake-tickets-24330878312?aff=ebapi,,,,,,,,,,False
4428,,Attractive Camp: A Comedy Throwdown,30,5/22/2016,5/22/2016,Performing & Visual Arts; Comedy,http://www.eventbrite.com/e/attractive-camp-a-comedy-throwdown-tickets-19555828008?aff=ebapi,,,,,,,,,,False
4429,,"Seen on Bravo, VH1 and TLC | Speed Dating @ Raven Bar | Singles Event",30,5/23/2016,5/23/2016,Food & Drink; Wine,http://www.eventbrite.com/e/seen-on-bravo-vh1-and-tlc-speed-dating-raven-bar-singles-event-tickets-22516509486?aff=ebapi,,,,,,,,,,False
4430,,Accredited Professional Award in Mobile Marketing (SFO),30,5/24/2016,5/24/2016,Business & Professional; Sales & Marketing,http://www.eventbrite.com/e/accredited-professional-award-in-mobile-marketing-sfo-tickets-20874947530?aff=ebapi,,,,,,,,,,False
4431,,Singles Event | Speed Dating in San Francisco | Let's get Cheeky!,30,5/25/2016,5/25/2016,Food & Drink; Wine,http://www.eventbrite.com/e/singles-event-speed-dating-in-san-francisco-lets-get-cheeky-tickets-22516665954?aff=ebapi,,,,,,,,,,False
4432,,Welcome Workshop (Blues Dance Basics),30,6/5/2016,6/5/2016,Performing & Visual Arts; Dance,http://www.eventbrite.com/e/welcome-workshop-blues-dance-basics-tickets-20935666141?aff=ebapi,,,,,,,,,,False
4433,,How to take great pictures with your Sony Camera! with Glenn Weinfeld ? SF,30,6/25/2016,6/25/2016,Hobbies & Special Interest; Photography,http://www.eventbrite.com/e/how-to-take-great-pictures-with-your-sony-camera-with-glenn-weinfeld-sf-tickets-24494135619?aff=ebapi,,,,,,,,,,False
4434,,music art dance camp,30,6/27/2016,6/27/2016,Performing & Visual Arts; Other,http://www.eventbrite.com/e/music-art-dance-camp-tickets-20975240509?aff=ebapi,,,,,,,,,,False
4435,,"Certified ScrumMaster (CSM) Course, San Francisco.  June 30 - July 1, 2016",30,6/30/2016,6/30/2016,Business & Professional; Startups & Small Business,http://www.eventbrite.com/e/certified-scrummaster-csm-course-san-francisco-june-30-july-1-2016-tickets-24246994413?aff=ebapi,,,,,,,,,,False
4436,,Visiting Day at Lick Wilmerding High School,30,7/12/2016,7/12/2016,Family & Education; Children & Youth,http://www.eventbrite.com/e/visiting-day-at-lick-wilmerding-high-school-tickets-24469965325?aff=ebapi,,,,,,,,,,False
4437,,Visiting Day at Willie L. Brown Jr. Middle School,30,7/14/2016,7/14/2016,Family & Education; Children & Youth,http://www.eventbrite.com/e/visiting-day-at-willie-l-brown-jr-middle-school-tickets-24470025505?aff=ebapi,,,,,,,,,,False
4438,,To Blog or Not to Blog?,30,5/5/2016,5/5/2016,Business & Professional,http://www.eventbrite.com/e/to-blog-or-not-to-blog-tickets-21122309396?aff=ebapi,,,,,,,,,,False
4439,,Does Your Message Motivate Your Audience?,30,5/19/2016,5/19/2016,Business & Professional,http://www.eventbrite.com/e/does-your-message-motivate-your-audience-tickets-21122456837?aff=ebapi,,,,,,,,,,False
4440,,Does Your Personal Style Match Your Business?,30,5/12/2016,5/12/2016,Business & Professional; Sales & Marketing,http://www.eventbrite.com/e/does-your-personal-style-match-your-business-tickets-21122408693?aff=ebapi,,,,,,,,,,False
4441,,Do You Know Where to Get Answers?,30,5/26/2016,5/26/2016,Business & Professional,http://www.eventbrite.com/e/do-you-know-where-to-get-answers-tickets-21122523035?aff=ebapi,,,,,,,,,,False
4442,,Sam Bam's Comedy Jam,30,5/7/2016,5/7/2016,Performing & Visual Arts; Comedy,http://www.eventbrite.com/e/sam-bams-comedy-jam-tickets-22368533887?aff=ebapi,,,,,,,,,,False
4443,,An Introduction to Emotional Intelligence (EI),30,6/9/2016,6/9/2016,,http://www.eventbrite.com/e/an-introduction-to-emotional-intelligence-ei-tickets-20738005934?aff=ebapi,,,,,,,,,,False
4444,,Child Care Advanced Skills Meal Quality Forum,30,6/4/2016,6/4/2016,Family & Education,http://www.eventbrite.com/e/child-care-advanced-skills-meal-quality-forum-registration-24319797168?aff=ebapi,,http://advanced-mqf-sacramento.eventbrite.com,,,,,,,,False
4445,,GoEngineer and SOLIDWORKS Presents Simulation Powerful Tools for Part and Assembly Design - Sacramento,30,5/3/2016,5/3/2016,Business & Professional; Design,http://www.eventbrite.com/e/goengineer-and-solidworks-presents-simulation-powerful-tools-for-part-and-assembly-design-sacramento-registration-24404893694?aff=ebapi,,http://swflowsimsac.eventbrite.com,,,,,,,,False
4446,,Analyst Exchange - Program Analysis,30,5/12/2016,5/12/2016,,http://www.eventbrite.com/e/analyst-exchange-program-analysis-tickets-20486547816?aff=ebapi,,,,,,,,,,False
4447,,US Air Guitar - 2016 Qualifier - Sacramento Ca,30,5/21/2016,5/21/2016,Music,http://www.eventbrite.com/e/us-air-guitar-2016-qualifier-sacramento-ca-tickets-22636228569?aff=ebapi,,http://2016usagqcsacramento.eventbrite.com,,,,,,,,False
4448,,"Certified ScrumMaster (CSM) Course in Sacramento, June 2-3, 2016",30,6/2/2016,6/2/2016,Business & Professional; Startups & Small Business,http://www.eventbrite.com/e/certified-scrummaster-csm-course-in-sacramento-june-2-3-2016-tickets-21804553005?aff=ebapi,,,,,,,,,,False
4449,,Get to Know Your Butcher,30,5/2/2016,5/2/2016,Food & Drink,http://www.eventbrite.com/e/get-to-know-your-butcher-tickets-24181859593?aff=ebapi,,http://butcher.eventbrite.com,,,,,,,,False
4450,,Taylor's Market Butchering 101 ~ Basic Butchering Principles and Techniques (Original Class),30,5/21/2016,5/21/2016,Food & Drink; Food,http://www.eventbrite.com/e/taylors-market-butchering-101-basic-butchering-principles-and-techniques-original-class-tickets-18802208913?aff=ebapi,,,,,,,,,,False
4451,,Crystal Silmi returns to HOT POT STUDIO!,30,7/3/2016,7/3/2016,Performing & Visual Arts,http://www.eventbrite.com/e/crystal-silmi-returns-to-hot-pot-studio-tickets-20914676360?aff=ebapi,,http://bloodlusthotpot.eventbrite.com,,,,,,,,False
4452,,Business Success Workshop Series - Social Marketing for Small Business,30,5/19/2016,5/19/2016,Business & Professional; Career,http://www.eventbrite.com/e/business-success-workshop-series-social-marketing-for-small-business-tickets-20440897274?aff=ebapi,,http://socialmarketingforsmallbusiness.eventbrite.com,,,,,,,,False
4453,,"You're paying a mortgage now, it's just not yours.  FREE Home Buyer Class",30,5/16/2016,5/16/2016,Business & Professional; Real Estate,http://www.eventbrite.com/e/youre-paying-a-mortgage-now-its-just-not-yours-free-home-buyer-class-tickets-22711732403?aff=ebapi,,,,,,,,,,False
4454,,Amazing Chase- Long Beach 2016,30,6/4/2016,6/4/2016,Community & Culture,http://www.eventbrite.com/e/amazing-chase-long-beach-2016-registration-22187749155?aff=ebapi,,http://amazingchaselb2016.eventbrite.com,,,,,,,,False
4455,,Business Success Workshop Series - Minority Certification,30,6/23/2016,6/23/2016,Business & Professional; Career,http://www.eventbrite.com/e/business-success-workshop-series-minority-certification-tickets-20442258345?aff=ebapi,,http://certifications.eventbrite.com,,,,,,,,False
4456,,Business Success Workshop Series - Leadership Development - Managing and Developing your Workforce,30,7/21/2016,7/21/2016,Business & Professional,http://www.eventbrite.com/e/business-success-workshop-series-leadership-development-managing-and-developing-your-workforce-tickets-20442400771?aff=ebapi,,http://developingworkforce.eventbrite.com,,,,,,,,False
4457,,"The TUFFEST STUFF CT REGISTRY REVIEW SEMINAR & ""BABY BOARDS"" Experience-OAK5",30,6/11/2016,6/11/2016,Business & Professional; Career,http://www.eventbrite.com/e/the-tuffest-stuff-ct-registry-review-seminar-baby-boards-experience-oak5-tickets-23105258450?aff=ebapi,,,,,,,,,,False
4458,,"You've Got Your DNA Results, Now What?",30,5/14/2016,5/14/2016,Family & Education; Education,http://www.eventbrite.com/e/youve-got-your-dna-results-now-what-tickets-24243217115?aff=ebapi,,,,,,,,,,False
4459,,Oakland Roundtable May 2016,30,5/3/2016,5/3/2016,,http://www.eventbrite.com/e/oakland-roundtable-may-2016-tickets-22473436654?aff=ebapi,,,,,,,,,,False
4460,,Excel Pivot Tables,30,5/21/2016,5/21/2016,Business & Professional; Finance,http://www.eventbrite.com/e/excel-pivot-tables-tickets-23009277368?aff=ebapi,,,,,,,,,,False
4461,,Family Tree Maker? Special Interest Group - May Meeting,30,5/21/2016,5/21/2016,Family & Education; Education,http://www.eventbrite.com/e/family-tree-makertm-special-interest-group-may-meeting-tickets-23198854398?aff=ebapi,,,,,,,,,,False
4462,,Intro to Genealogy - First Saturday Free!,30,5/7/2016,5/7/2016,Family & Education; Education,http://www.eventbrite.com/e/intro-to-genealogy-first-saturday-free-tickets-20108489032?aff=ebapi,,,,,,,,,,False
4463,,7 powerful spiritual self-healing techniques - 7 May 2016,30,5/7/2016,5/7/2016,Religion & Spirituality; Other,http://www.eventbrite.com/e/7-powerful-spiritual-self-healing-techniques-7-may-2016-tickets-24220637579?aff=ebapi,,,,,,,,,,False
4464,,San Francisco Special Interest Group,30,5/21/2016,5/21/2016,Family & Education; Education,http://www.eventbrite.com/e/san-francisco-special-interest-group-tickets-20811877887?aff=ebapi,,,,,,,,,,False
4465,,R&B City 2016 Ft. Qui Alexander,30,5/21/2016,5/21/2016,Music; R&B,http://www.eventbrite.com/e/rb-city-2016-ft-qui-alexander-tickets-24414299828?aff=ebapi,,http://rnbcity2016qui.eventbrite.com,,,,,,,,False
4466,,R&B City 2016 Ft. Gabby Rose,30,5/21/2016,5/21/2016,Music; R&B,http://www.eventbrite.com/e/rb-city-2016-ft-gabby-rose-tickets-24414640848?aff=ebapi,,http://rnbcity2016gabby.eventbrite.com,,,,,,,,False
4467,,R&B City 2016 Ft. iStevie,30,5/21/2016,5/21/2016,Music; R&B,http://www.eventbrite.com/e/rb-city-2016-ft-istevie-tickets-24442667677?aff=ebapi,,http://rnbcity2016istevie.eventbrite.com,,,,,,,,False
4468,,How to start a legal adult website or adult film business,30,7/20/2016,7/20/2016,"Film, Media & Entertainment; Adult",http://www.eventbrite.com/e/how-to-start-a-legal-adult-website-or-adult-film-business-tickets-24518591768?aff=ebapi,,,,,,,,,,False
4469,,Visiting Day at Urban Promise Academy,30,7/21/2016,7/21/2016,Family & Education; Children & Youth,http://www.eventbrite.com/e/visiting-day-at-urban-promise-academy-tickets-24470097721?aff=ebapi,,,,,,,,,,False
4470,,Commercially Sexually Exploited Children 102:Building a CSEC Multi-Disciplinary Team (MDT)-Bakersfield,30,6/30/2016,6/30/2016,Other,http://www.eventbrite.com/e/commercially-sexually-exploited-children-102building-a-csec-multi-disciplinary-team-mdt-bakersfield-tickets-20814307153?aff=ebapi,,,,,,,,,,False
4471,,Commercially Sexually Exploited Children 102: Engagement Skills Training-Bakersfield,30,6/21/2016,6/21/2016,Other,http://www.eventbrite.com/e/commercially-sexually-exploited-children-102-engagement-skills-training-bakersfield-tickets-20814124607?aff=ebapi,,http://csec-102-est-6-21-16-bakersfield.eventbrite.com,,,,,,,,False
4472,,"MultiGP Regional Qualifier 6B Bakersfield, CA, by Bakersfield Multirotor",30,7/23/2016,7/23/2016,Hobbies & Special Interest; Other,http://www.eventbrite.com/e/multigp-regional-qualifier-6b-bakersfield-ca-by-bakersfield-multirotor-tickets-24337547259?aff=ebapi,,http://bakersfieldmultirotormultigpqualifier.eventbrite.com,,,,,,,,False
